NAME,YEAR,LSAD,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE,NPOPCHG,BIRTHS,DEATHS,NATURALINC,INTERNATIONALMIG,DOMESTICMIG,NETMIG,RESIDUAL
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Metropolitan Statistical Area,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lubbock TX 2014,2014,Metropolitan Statistical Area,,,305644,3884,4169,2440,1729,456,1655,2111,44
Lynchburg VA 2014,2014,Metropolitan Statistical Area,,,257835,1111,2737,2509,228,383,506,889,-6
Macon GA 2014,2014,Metropolitan Statistical Area,,,230450,-882,2946,2465,481,201,-1548,-1347,-16
Madera CA 2014,2014,Metropolitan Statistical Area,,,154548,2383,2224,960,1264,207,939,1146,-27
Madison WI 2014,2014,Metropolitan Statistical Area,,,633787,6321,7438,4030,3408,1671,1368,3039,-126
Manchester-Nashua NH 2014,2014,Metropolitan Statistical Area,,,405184,1786,4241,3036,1205,1001,-286,715,-134
Manhattan KS 2014,2014,Metropolitan Statistical Area,,,98091,-484,1521,499,1022,745,-2278,-1533,27
Mankato-North Mankato MN 2014,2014,Metropolitan Statistical Area,,,98478,760,1092,678,414,107,251,358,-12
Mansfield OH 2014,2014,Metropolitan Statistical Area,,,121942,-350,1413,1313,100,22,-391,-369,-81
McAllen-Edinburg-Mission TX 2014,2014,Metropolitan Statistical Area,,,831073,12131,16120,4060,12060,1945,-1972,-27,98
Medford OR 2014,2014,Metropolitan Statistical Area,,,210287,2196,2316,2172,144,79,1789,1868,184
Memphis TN-MS-AR 2014,2014,Metropolitan Statistical Area,,,1343230,1520,18801,11601,7200,1828,-7394,-5566,-114
Merced CA 2014,2014,Metropolitan Statistical Area,,,266353,2872,4267,1625,2642,558,-185,373,-143
Miami-Fort Lauderdale-West Palm Beach FL 2014,2014,Metropolitan Statistical Area,,,5929819,66361,65943,49224,16719,62255,-12526,49729,-87
Fort Lauderdale-Pompano Beach-Deerfield Beach FL 2014,2014,Metropolitan Division,,,1869235,23842,21354,15069,6285,15486,2372,17858,-301
Miami-Miami Beach-Kendall FL 2014,2014,Metropolitan Division,,,2662874,21008,30445,19975,10470,38734,-27175,11559,-1021
West Palm Beach-Boca Raton-Delray Beach FL 2014,2014,Metropolitan Division,,,1397710,21511,14144,14180,-36,8035,12277,20312,1235
Michigan City-La Porte IN 2014,2014,Metropolitan Statistical Area,,,111444,188,1280,1172,108,16,96,112,-32
Midland MI 2014,2014,Metropolitan Statistical Area,,,83427,-166,831,694,137,142,-436,-294,-9
Midland TX 2014,2014,Metropolitan Statistical Area,,,161290,4050,2807,1080,1727,112,2086,2198,125
Milwaukee-Waukesha-West Allis WI 2014,2014,Metropolitan Statistical Area,,,1572245,2078,19882,13059,6823,2521,-7117,-4596,-149
Minneapolis-St. Paul-Bloomington MN-WI 2014,2014,Metropolitan Statistical Area,,,3495176,33742,45934,21854,24080,11544,-782,10762,-1100
Missoula MT 2014,2014,Metropolitan Statistical Area,,,112684,915,1219,794,425,119,386,505,-15
Mobile AL 2014,2014,Metropolitan Statistical Area,,,415123,563,5501,4290,1211,683,-1143,-460,-188
Modesto CA 2014,2014,Metropolitan Statistical Area,,,531997,5711,7550,3747,3803,1366,636,2002,-94
Monroe LA 2014,2014,Metropolitan Statistical Area,,,178864,246,2521,1791,730,171,-665,-494,10
Monroe MI 2014,2014,Metropolitan Statistical Area,,,149824,-355,1453,1361,92,74,-432,-358,-89
Montgomery AL 2014,2014,Metropolitan Statistical Area,,,373141,-804,4705,3455,1250,520,-2511,-1991,-63
Morgantown WV 2014,2014,Metropolitan Statistical Area,,,137251,1326,1391,989,402,348,583,931,-7
Morristown TN 2014,2014,Metropolitan Statistical Area,,,115713,339,1296,1273,23,88,225,313,3
Mount Vernon-Anacortes WA 2014,2014,Metropolitan Statistical Area,,,120365,1623,1458,1116,342,126,1046,1172,109
Muncie IN 2014,2014,Metropolitan Statistical Area,,,117074,-281,1226,1159,67,132,-398,-266,-82
Muskegon MI 2014,2014,Metropolitan Statistical Area,,,172344,98,2100,1666,434,85,-348,-263,-73
Myrtle Beach-Conway-North Myrtle Beach SC-NC 2014,2014,Metropolitan Statistical Area,,,417668,12879,4105,4178,-73,459,10977,11436,1516
Napa CA 2014,2014,Metropolitan Statistical Area,,,141667,1087,1446,1241,205,487,424,911,-29
Naples-Immokalee-Marco Island FL 2014,2014,Metropolitan Statistical Area,,,348777,8671,3187,3156,31,2189,5514,7703,937
Nashville-Davidson--Murfreesboro--Franklin TN 2014,2014,Metropolitan Statistical Area,,,1792649,34072,22977,13580,9397,4039,19883,23922,753
New Bern NC 2014,2014,Metropolitan Statistical Area,,,127534,-55,1700,1237,463,358,-861,-503,-15
New Haven-Milford CT 2014,2014,Metropolitan Statistical Area,,,861277,-1739,8974,7625,1349,3728,-6725,-2997,-91
New Orleans-Metairie LA 2014,2014,Metropolitan Statistical Area,,,1251849,9900,15639,10968,4671,3245,2010,5255,-26
New York-Newark-Jersey City NY-NJ-PA 2014,2014,Metropolitan Statistical Area,,,20092883,90797,251368,146346,105022,146892,-162903,-16011,1786
Dutchess County-Putnam County NY 2014,2014,Metropolitan Division,,,396066,-640,3528,3156,372,1124,-2054,-930,-82
Nassau County-Suffolk County NY 2014,2014,Metropolitan Division,,,2861595,3543,29634,23117,6517,9246,-10908,-1662,-1312
Newark NJ-PA 2014,2014,Metropolitan Division,,,2508124,6514,27913,18535,9378,14427,-17121,-2694,-170
New York-Jersey City-White Plains NY-NJ 2014,2014,Metropolitan Division,,,14327098,81380,190293,101538,88755,122095,-132820,-10725,3350
Niles-Benton Harbor MI 2014,2014,Metropolitan Statistical Area,,,155233,-88,1823,1610,213,336,-529,-193,-108
North Port-Sarasota-Bradenton FL 2014,2014,Metropolitan Statistical Area,,,748708,16049,6364,8928,-2564,1945,14595,16540,2073
Norwich-New London CT 2014,2014,Metropolitan Statistical Area,,,273676,-300,2761,2361,400,1212,-1831,-619,-81
Ocala FL 2014,2014,Metropolitan Statistical Area,,,339167,3008,3268,4566,-1298,615,3495,4110,196
Ocean City NJ 2014,2014,Metropolitan Statistical Area,,,95344,-505,903,1284,-381,186,-217,-31,-93
Odessa TX 2014,2014,Metropolitan Statistical Area,,,153904,4382,2911,1177,1734,52,2544,2596,52
Ogden-Clearfield UT 2014,2014,Metropolitan Statistical Area,,,632293,10055,10795,3373,7422,717,2104,2821,-188
Oklahoma City OK 2014,2014,Metropolitan Statistical Area,,,1336767,16182,18985,10887,8098,2718,5618,8336,-252
Olympia-Tumwater WA 2014,2014,Metropolitan Statistical Area,,,265851,3290,3157,2010,1147,642,1467,2109,34
Omaha-Council Bluffs NE-IA 2014,2014,Metropolitan Statistical Area,,,904421,8848,13193,6312,6881,1922,319,2241,-274
Orlando-Kissimmee-Sanford FL 2014,2014,Metropolitan Statistical Area,,,2321418,50335,27574,16439,11135,15044,22893,37937,1263
Oshkosh-Neenah WI 2014,2014,Metropolitan Statistical Area,,,169511,151,1883,1406,477,84,-404,-320,-6
Owensboro KY 2014,2014,Metropolitan Statistical Area,,,116506,107,1557,1177,380,46,-270,-224,-49
Oxnard-Thousand Oaks-Ventura CA 2014,2014,Metropolitan Statistical Area,,,846178,5206,10602,5597,5005,1840,-1530,310,-109
Palm Bay-Melbourne-Titusville FL 2014,2014,Metropolitan Statistical Area,,,556885,5445,5043,6512,-1469,1167,5098,6265,649
Panama City FL 2014,2014,Metropolitan Statistical Area,,,194929,4158,2424,1951,473,312,3194,3506,179
Parkersburg-Vienna WV 2014,2014,Metropolitan Statistical Area,,,92082,-193,941,1081,-140,15,-13,2,-55
Pensacola-Ferry Pass-Brent FL 2014,2014,Metropolitan Statistical Area,,,474081,5399,5750,4605,1145,1064,3020,4084,170
Peoria IL 2014,2014,Metropolitan Statistical Area,,,380040,-2039,4922,3730,1192,416,-3671,-3255,24
Philadelphia-Camden-Wilmington PA-NJ-DE-MD 2014,2014,Metropolitan Statistical Area,,,6051170,14942,72217,54179,18038,19564,-20732,-1168,-1928
Camden NJ 2014,2014,Metropolitan Division,,,1251711,-495,13701,10936,2765,2988,-5636,-2648,-612
Montgomery County-Bucks County-Chester County PA 2014,2014,Metropolitan Division,,,1956326,6538,20258,16945,3313,4499,-586,3913,-688
Philadelphia PA 2014,2014,Metropolitan Division,,,2123257,5361,29814,20269,9545,10262,-14212,-3950,-234
Wilmington DE-MD-NJ 2014,2014,Metropolitan Division,,,719876,3538,8444,6029,2415,1815,-298,1517,-394
Phoenix-Mesa-Scottsdale AZ 2014,2014,Metropolitan Statistical Area,,,4489109,84980,59914,30617,29297,10716,41127,51843,3840
Pine Bluff AR 2014,2014,Metropolitan Statistical Area,,,94716,-973,1109,1065,44,8,-1039,-1031,14
Pittsburgh PA 2014,2014,Metropolitan Statistical Area,,,2355968,-4597,23838,27282,-3444,3217,-2806,411,-1564
Pittsfield MA 2014,2014,Metropolitan Statistical Area,,,128715,-774,1108,1426,-318,200,-544,-344,-112
Pocatello ID 2014,2014,Metropolitan Statistical Area,,,83347,25,1261,629,632,87,-652,-565,-42
Portland-South Portland ME 2014,2014,Metropolitan Statistical Area,,,523552,3189,4983,4693,290,807,1915,2722,177
Portland-Vancouver-Hillsboro OR-WA 2014,2014,Metropolitan Statistical Area,,,2348247,33500,27739,16578,11161,5583,16329,21912,427
Port St. Lucie FL 2014,2014,Metropolitan Statistical Area,,,444420,6635,4110,4899,-789,992,5664,6656,768
Prescott AZ 2014,2014,Metropolitan Statistical Area,,,218844,3455,1821,2647,-826,161,3828,3989,292
Providence-Warwick RI-MA 2014,2014,Metropolitan Statistical Area,,,1609367,3846,16585,14642,1943,5175,-2518,2657,-754
Provo-Orem UT 2014,2014,Metropolitan Statistical Area,,,571460,9207,12144,2132,10012,863,-1654,-791,-14
Pueblo CO 2014,2014,Metropolitan Statistical Area,,,161875,555,1908,1638,270,65,247,312,-27
Punta Gorda FL 2014,2014,Metropolitan Statistical Area,,,168474,3526,1037,2420,-1383,277,4009,4286,623
Racine WI 2014,2014,Metropolitan Statistical Area,,,195163,241,2369,1567,802,159,-626,-467,-94
Raleigh NC 2014,2014,Metropolitan Statistical Area,,,1242974,27675,15437,6832,8605,4194,14337,18531,539
Rapid City SD 2014,2014,Metropolitan Statistical Area,,,143638,2275,1963,1048,915,127,1128,1255,105
Reading PA 2014,2014,Metropolitan Statistical Area,,,413691,39,4838,3692,1146,1198,-2036,-838,-269
Redding CA 2014,2014,Metropolitan Statistical Area,,,179804,667,2107,2058,49,228,402,630,-12
Reno NV 2014,2014,Metropolitan Statistical Area,,,443990,6277,5354,3540,1814,796,3372,4168,295
Richmond VA 2014,2014,Metropolitan Statistical Area,,,1260029,13162,14932,10076,4856,3616,4444,8060,246
Riverside-San Bernardino-Ontario CA 2014,2014,Metropolitan Statistical Area,,,4441890,51628,61427,29192,32235,8654,10359,19013,380
Roanoke VA 2014,2014,Metropolitan Statistical Area,,,313388,984,3409,3330,79,715,308,1023,-118
Rochester MN 2014,2014,Metropolitan Statistical Area,,,212778,940,2812,1479,1333,663,-995,-332,-61
Rochester NY 2014,2014,Metropolitan Statistical Area,,,1083393,-701,11602,9405,2197,3058,-5631,-2573,-325
Rockford IL 2014,2014,Metropolitan Statistical Area,,,342411,-2344,4084,3001,1083,371,-3754,-3383,-44
Rocky Mount NC 2014,2014,Metropolitan Statistical Area,,,149290,-824,1741,1584,157,65,-1012,-947,-34
Rome GA 2014,2014,Metropolitan Statistical Area,,,96063,38,1125,1032,93,116,-128,-12,-43
Sacramento--Roseville--Arden-Arcade CA 2014,2014,Metropolitan Statistical Area,,,2244397,26882,27409,16596,10813,7433,8155,15588,481
Saginaw MI 2014,2014,Metropolitan Statistical Area,,,195012,-1648,2259,2018,241,168,-1958,-1790,-99
St. Cloud MN 2014,2014,Metropolitan Statistical Area,,,192418,1070,2384,1185,1199,248,-295,-47,-82
St. George UT 2014,2014,Metropolitan Statistical Area,,,151948,4229,2188,1094,1094,69,2655,2724,411
St. Joseph MO-KS 2014,2014,Metropolitan Statistical Area,,,127431,-348,1537,1208,329,175,-799,-624,-53
St. Louis MO-IL 2014,2014,Metropolitan Statistical Area,,,2806207,4620,33623,25458,8165,4482,-7748,-3266,-279
Salem OR 2014,2014,Metropolitan Statistical Area,,,404026,5180,5181,3312,1869,481,2517,2998,313
Salinas CA 2014,2014,Metropolitan Statistical Area,,,431344,2221,6613,2450,4163,1141,-2974,-1833,-109
Salisbury MD-DE 2014,2014,Metropolitan Statistical Area,,,389922,4782,4222,4215,7,955,3382,4337,438
Salt Lake City UT 2014,2014,Metropolitan Statistical Area,,,1153340,11756,19072,6310,12762,3209,-3704,-495,-511
San Angelo TX 2014,2014,Metropolitan Statistical Area,,,118182,1618,1550,1017,533,169,959,1128,-43
San Antonio-New Braunfels TX 2014,2014,Metropolitan Statistical Area,,,2328652,46451,32280,16050,16230,4855,24818,29673,548
San Diego-Carlsbad CA 2014,2014,Metropolitan Statistical Area,,,3263431,40873,44860,21128,23732,14637,2549,17186,-45
San Francisco-Oakland-Hayward CA 2014,2014,Metropolitan Statistical Area,,,4594060,64406,52901,30528,22373,28616,14592,43208,-1175
Oakland-Hayward-Berkeley CA 2014,2014,Metropolitan Division,,,2722260,43054,32210,17771,14439,15420,14135,29555,-940
San Francisco-Redwood City-South San Francisco CA 2014,2014,Metropolitan Division,,,1611050,19423,18435,10924,7511,12272,-267,12005,-93
San Rafael CA 2014,2014,Metropolitan Division,,,260750,1929,2256,1833,423,924,724,1648,-142
San Jose-Sunnyvale-Santa Clara CA 2014,2014,Metropolitan Statistical Area,,,1952872,24171,25083,10543,14540,17454,-7168,10286,-655
San Luis Obispo-Paso Robles-Arroyo Grande CA 2014,2014,Metropolitan Statistical Area,,,279083,2799,2610,2199,411,245,2022,2267,121
Santa Cruz-Watsonville CA 2014,2014,Metropolitan Statistical Area,,,271804,2360,3105,1804,1301,427,678,1105,-46
Santa Fe NM 2014,2014,Metropolitan Statistical Area,,,148164,858,1356,1041,315,421,116,537,6
Santa Maria-Santa Barbara CA 2014,2014,Metropolitan Statistical Area,,,440668,4592,5636,3013,2623,1420,628,2048,-79
Santa Rosa CA 2014,2014,Metropolitan Statistical Area,,,500292,4860,5196,4115,1081,701,2859,3560,219
Savannah GA 2014,2014,Metropolitan Statistical Area,,,372708,6659,5246,2924,2322,903,3352,4255,82
Scranton--Wilkes-Barre--Hazleton PA 2014,2014,Metropolitan Statistical Area,,,559679,-2159,5486,6891,-1405,1130,-1433,-303,-451
Seattle-Tacoma-Bellevue WA 2014,2014,Metropolitan Statistical Area,,,3671478,57857,46315,24262,22053,18925,17400,36325,-521
Seattle-Bellevue-Everett WA 2014,2014,Metropolitan Division,,,2839550,46148,35024,17880,17144,16660,13064,29724,-720
Tacoma-Lakewood WA 2014,2014,Metropolitan Division,,,831928,11709,11291,6382,4909,2265,4336,6601,199
Sebastian-Vero Beach FL 2014,2014,Metropolitan Statistical Area,,,144755,2734,1256,1887,-631,256,2501,2757,608
Sebring FL 2014,2014,Metropolitan Statistical Area,,,98236,317,881,1442,-561,223,596,819,59
Sheboygan WI 2014,2014,Metropolitan Statistical Area,,,115290,422,1260,1048,212,100,127,227,-17
Sherman-Denison TX 2014,2014,Metropolitan Statistical Area,,,123534,1191,1497,1290,207,145,841,986,-2
Shreveport-Bossier City LA 2014,2014,Metropolitan Statistical Area,,,445142,-1683,6426,4450,1976,477,-4108,-3631,-28
Sierra Vista-Douglas AZ 2014,2014,Metropolitan Statistical Area,,,127448,-2296,1622,1205,417,295,-2987,-2692,-21
Sioux City IA-NE-SD 2014,2014,Metropolitan Statistical Area,,,168806,21,2388,1383,1005,294,-1206,-912,-72
Sioux Falls SD 2014,2014,Metropolitan Statistical Area,,,248351,4729,3870,1634,2236,752,1646,2398,95
South Bend-Mishawaka IN-MI 2014,2014,Metropolitan Statistical Area,,,319226,694,3969,2930,1039,532,-729,-197,-148
Spartanburg SC 2014,2014,Metropolitan Statistical Area,,,321418,2618,3883,3209,674,213,1756,1969,-25
Spokane-Spokane Valley WA 2014,2014,Metropolitan Statistical Area,,,540953,5269,6615,4861,1754,787,2585,3372,143
Springfield IL 2014,2014,Metropolitan Statistical Area,,,211567,-78,2420,2157,263,179,-490,-311,-30
Springfield MA 2014,2014,Metropolitan Statistical Area,,,629100,716,6554,5510,1044,3416,-3546,-130,-198
Springfield MO 2014,2014,Metropolitan Statistical Area,,,452297,3445,5642,3996,1646,340,1405,1745,54
Springfield OH 2014,2014,Metropolitan Statistical Area,,,136554,-249,1567,1631,-64,64,-198,-134,-51
State College PA 2014,2014,Metropolitan Statistical Area,,,158742,895,1325,979,346,878,-271,607,-58
Staunton-Waynesboro VA 2014,2014,Metropolitan Statistical Area,,,119766,363,1241,1222,19,53,282,335,9
Stockton-Lodi CA 2014,2014,Metropolitan Statistical Area,,,715597,10570,10078,5074,5004,1771,3789,5560,6
Sumter SC 2014,2014,Metropolitan Statistical Area,,,107919,-83,1529,1006,523,137,-701,-564,-42
Syracuse NY 2014,2014,Metropolitan Statistical Area,,,661478,-1383,7394,5693,1701,1773,-4565,-2792,-292
Tallahassee FL 2014,2014,Metropolitan Statistical Area,,,375751,2168,3908,2615,1293,835,99,934,-59
Tampa-St. Petersburg-Clearwater FL 2014,2014,Metropolitan Statistical Area,,,2915582,41428,31260,30593,667,11025,28372,39397,1364
Terre Haute IN 2014,2014,Metropolitan Statistical Area,,,171480,-721,1959,1799,160,204,-1099,-895,14
Texarkana TX-AR 2014,2014,Metropolitan Statistical Area,,,149235,-328,1970,1559,411,47,-749,-702,-37
The Villages FL 2014,2014,Metropolitan Statistical Area,,,114350,5867,479,1439,-960,73,5058,5131,1696
Toledo OH 2014,2014,Metropolitan Statistical Area,,,607456,-974,7569,5787,1782,722,-3317,-2595,-161
Topeka KS 2014,2014,Metropolitan Statistical Area,,,233758,-136,3005,2231,774,166,-1045,-879,-31
Trenton NJ 2014,2014,Metropolitan Statistical Area,,,371537,485,4278,2862,1416,2557,-3413,-856,-75
Tucson AZ 2014,2014,Metropolitan Statistical Area,,,1004516,6466,11980,9087,2893,2260,861,3121,452
Tulsa OK 2014,2014,Metropolitan Statistical Area,,,969224,6800,13245,9183,4062,1182,1850,3032,-294
Tuscaloosa AL 2014,2014,Metropolitan Statistical Area,,,237761,2323,2885,2095,790,266,1316,1582,-49
Tyler TX 2014,2014,Metropolitan Statistical Area,,,218842,2172,3005,1951,1054,263,840,1103,15
Urban Honolulu HI 2014,2014,Metropolitan Statistical Area,,,991788,4769,13743,7869,5874,6702,-7336,-634,-471
Utica-Rome NY 2014,2014,Metropolitan Statistical Area,,,296615,-1432,3219,3112,107,774,-2165,-1391,-148
Valdosta GA 2014,2014,Metropolitan Statistical Area,,,143317,489,1982,1165,817,207,-603,-396,68
Vallejo-Fairfield CA 2014,2014,Metropolitan Statistical Area,,,431131,5912,5151,3175,1976,1523,2291,3814,122
Victoria TX 2014,2014,Metropolitan Statistical Area,,,98630,1038,1393,834,559,87,390,477,2
Vineland-Bridgeton NJ 2014,2014,Metropolitan Statistical Area,,,157389,236,2063,1437,626,504,-813,-309,-81
Virginia Beach-Norfolk-Newport News VA-NC 2014,2014,Metropolitan Statistical Area,,,1716624,9239,22826,13559,9267,5156,-5082,74,-102
Visalia-Porterville CA 2014,2014,Metropolitan Statistical Area,,,458198,3473,8019,2862,5157,439,-1916,-1477,-207
Waco TX 2014,2014,Metropolitan Statistical Area,,,260430,1331,3644,2203,1441,292,-308,-16,-94
Walla Walla WA 2014,2014,Metropolitan Statistical Area,,,63829,156,723,611,112,79,-56,23,21
Warner Robins GA 2014,2014,Metropolitan Statistical Area,,,187516,1161,2467,1475,992,337,-173,164,5
Washington-Arlington-Alexandria DC-VA-MD-WV 2014,2014,Metropolitan Statistical Area,,,6033737,66561,81330,34180,47150,43070,-24741,18329,1082
Silver Spring-Frederick-Rockville MD 2014,2014,Metropolitan Division,,,1274122,12941,15936,7499,8437,10950,-6189,4761,-257
Washington-Arlington-Alexandria DC-VA-MD-WV 2014,2014,Metropolitan Division,,,4759615,53620,65394,26681,38713,32120,-18552,13568,1339
Waterloo-Cedar Falls IA 2014,2014,Metropolitan Statistical Area,,,169993,514,2072,1510,562,194,-147,47,-95
Watertown-Fort Drum NY 2014,2014,Metropolitan Statistical Area,,,119103,-433,2184,916,1268,520,-2246,-1726,25
Wausau WI 2014,2014,Metropolitan Statistical Area,,,135780,415,1586,1065,521,119,-186,-67,-39
Weirton-Steubenville WV-OH 2014,2014,Metropolitan Statistical Area,,,121336,-606,1122,1667,-545,6,4,10,-71
Wenatchee WA 2014,2014,Metropolitan Statistical Area,,,114392,896,1429,948,481,105,306,411,4
Wheeling WV-OH 2014,2014,Metropolitan Statistical Area,,,145205,-648,1553,1806,-253,41,-343,-302,-93
Wichita KS 2014,2014,Metropolitan Statistical Area,,,641076,2817,9451,5466,3985,972,-2025,-1053,-115
Wichita Falls TX 2014,2014,Metropolitan Statistical Area,,,151536,7,1929,1484,445,353,-785,-432,-6
Williamsport PA 2014,2014,Metropolitan Statistical Area,,,116508,-224,1288,1297,-9,74,-224,-150,-65
Wilmington NC 2014,2014,Metropolitan Statistical Area,,,272548,4247,2874,2240,634,311,3170,3481,132
Winchester VA-WV 2014,2014,Metropolitan Statistical Area,,,133403,1182,1526,1089,437,130,551,681,64
Winston-Salem NC 2014,2014,Metropolitan Statistical Area,,,655015,3495,7458,5983,1475,932,1318,2250,-230
Worcester MA-CT 2014,2014,Metropolitan Statistical Area,,,930473,2423,9938,7745,2193,3719,-2942,777,-547
Yakima WA 2014,2014,Metropolitan Statistical Area,,,247687,390,4052,1938,2114,141,-1787,-1646,-78
York-Hanover PA 2014,2014,Metropolitan Statistical Area,,,440755,1362,4906,3787,1119,592,-53,539,-296
Youngstown-Warren-Boardman OH-PA 2014,2014,Metropolitan Statistical Area,,,553263,-2866,5579,6804,-1225,271,-1548,-1277,-364
